title,seasons,genre,release_year.x,imdb_score,imdb_votes,runtime,release_year.y,outcome
Tidelands,1,Crime TV Shows,2018,6.8,7727,42,2018,Cancelled
Travelers,3,Crime TV Shows,2018,8,54566,45,2016,Renewed
Voltron: Legendary Defender,8,Kids' TV,2018,8.1,8706,24,2016,Renewed
Dogs of Berlin,1,Crime TV Shows,2018,7.5,12453,60,2018,Cancelled
Neo Yokio,2,TV Comedies,2018,5.9,3359,23,2017,Renewed
Pine Gap,1,International TV Shows,2018,7.2,4772,56,2018,Cancelled
The Sound of Your Heart: Reboot,2,International TV Shows,2018,5.9,134,34,2018,Renewed
Memories of the Alhambra,1,Crime TV Shows,2018,7.8,5363,68,2018,Cancelled
1983,1,Crime TV Shows,2018,6.8,4173,57,2018,Cancelled
Death by Magic,1,Reality TV,2018,6.1,629,33,2018,Cancelled
Love and Fortune,1,International TV Shows,2018,7.3,547,69,2018,Cancelled
Spy Kids: Mission Critical,2,Kids' TV,2018,5.2,372,25,2018,Renewed
Bumping Mics with Jeff Ross & Dave Attell,1,Stand-Up Comedy & Talk Shows,2018,7.7,1145,34,2018,Cancelled
Minecraft: Story Mode,1,Kids' TV,2015,5.5,300,62,2011,Cancelled
Frontier,3,International TV Shows,2018,7.1,20706,46,2016,Renewed
Fugitiva,1,Crime TV Shows,2018,5.6,658,90,2018,Cancelled
Sick Note,2,British TV Shows,2018,6.8,7173,24,2017,Renewed
Kulipari: Dream Walker,1,Kids' TV,2018,7.7,91,19,2018,Cancelled
The Final Table,1,Reality TV,2018,7.6,3989,43,2018,Cancelled
Eternal Love,1,International TV Shows,2017,8.4,2214,45,2017,Cancelled
Ponysitters Club,2,Kids' TV,2018,6,116,23,2018,Renewed
Vai Anitta,1,Docuseries,2018,5.6,448,40,2018,Cancelled
Warrior,1,Crime TV Shows,2018,6.7,1966,42,2018,Cancelled
Age of Tanks,1,Docuseries,2017,7.3,852,54,2017,Cancelled
Medal of Honor,1,Docuseries,2018,8.199999999999998,1687,55,2018,Cancelled
Super Drags,1,International TV Shows,2018,5.4,1685,25,2018,Cancelled
The Queen of Flow,1,Crime TV Shows,2018,7.7,1202,45,2018,Cancelled
Treehouse Detectives,2,Kids' TV,2018,7.6,93,24,2018,Renewed
Westside,1,Reality TV,2018,6,168,47,2018,Cancelled
Damnation,1,Crime TV Shows,2017,7.6,8111,43,2017,Cancelled
Brainchild,1,Kids' TV,2018,8.1,415,25,2018,Cancelled
Follow This,3,Docuseries,2018,4.9,710,18,2018,Renewed
Terrorism Close Calls,1,Crime TV Shows,2018,5.1,688,51,2018,Cancelled
DreamWorks Spooky Stories,1,Kids' TV,2009,6.2,19,26,2009,Cancelled
Great News,2,TV Comedies,2017,7,6810,21,2017,Renewed
Here to Heart,1,International TV Shows,2018,7.5,219,45,2018,Cancelled
The Hollywood Masters,3,Stand-Up Comedy & Talk Shows,2017,7.2,86,34,2017,Renewed
Ask the Doctor,1,Docuseries,2017,6.5,289,28,2017,Cancelled
Best.Worst.Weekend.Ever.,1,Kids' TV,2018,6.4,297,25,2018,Cancelled
Making a Murderer,2,Crime TV Shows,2018,8.6,93456,62,2015,Renewed
Wanderlust,1,British TV Shows,2018,7,5225,57,2018,Cancelled
My Babysitter's a Vampire,2,Kids' TV,2012,6.9,4367,22,2011,Renewed
Edgar Rice Burroughs' Tarzan and Jane,2,Crime TV Shows,2018,4.8,270,21,2017,Renewed
FIGHTWORLD,1,Docuseries,2018,7.6,806,42,2018,Cancelled
The Curious Creations of Christine McConnell,1,TV Comedies,2018,7.7,2391,27,2018,Cancelled
The Haunting of Hill House,1,TV Dramas,2018,8.6,226817,58,2018,Cancelled
Salt Fat Acid Heat,1,Docuseries,2018,7.7,2419,40,2018,Cancelled
Blood Pact,1,Crime TV Shows,2018,6.7,140,60,2018,Cancelled
Sofia the First,4,Kids' TV,2017,6.8,2915,24,2013,Renewed
Dancing Queen,1,Reality TV,2018,6.9,1590,41,2018,Cancelled
Empire Games,1,Docuseries,2018,5.8,306,49,2018,Cancelled
YG Future Strategy Office,1,International TV Shows,2018,6.9,204,27,2018,Cancelled
Monty Python's Fliegender Zirkus,1,International TV Shows,1972,8.1,2144,43,1972,Cancelled
Monty Python's Flying Circus,4,British TV Shows,1974,8.8,72895,30,1969,Renewed
Monty Python's Personal Best,1,British TV Shows,2005,7.9,437,56,2006,Cancelled
Hot Date,1,Romantic TV Shows,2018,7.1,616,19,2017,Cancelled
Made in Mexico,1,International TV Shows,2018,3.9,760,50,2018,Cancelled
Skylanders Academy,3,Kids' TV,2018,6.7,730,23,2016,Renewed
Battlefish,1,Reality TV,2018,7,426,45,2018,Cancelled
Maniac,1,TV Comedies,2018,7.7,74877,39,2018,Cancelled
The Good Cop,1,Crime TV Shows,2018,7.7,370,30,2015,Cancelled
The Good Cop,1,Crime TV Shows,2018,6.9,5620,49,2018,Cancelled
Transformers: Rescue Bots,1,Kids' TV,2016,6.4,915,22,2012,Cancelled
Al Hayba,1,Crime TV Shows,2017,7.5,1201,45,2017,Cancelled
American Vandal,2,Crime TV Shows,2018,8.1,29972,33,2017,Renewed
Boca Juniors Confidential,1,Docuseries,2018,6.3,350,43,2018,Cancelled
Ingobernable,2,Crime TV Shows,2018,7.2,3052,40,2017,Renewed
Norm Macdonald Has a Show,1,Stand-Up Comedy & Talk Shows,2018,8.6,3473,35,2018,Cancelled
The Rise of Phoenixes,1,International TV Shows,2018,8.4,1477,45,2018,Cancelled
Life,1,International TV Shows,2018,7.6,688,64,2018,Cancelled
Daniel Sloss: Live Shows,1,Stand-Up Comedy & Talk Shows,2018,8.5,3387,60,2018,Cancelled
First and Last,1,Docuseries,2018,6.7,421,44,2018,Cancelled
Stretch Armstrong & the Flex Fighters,2,Kids' TV,2018,6.2,307,23,2017,Renewed
Monkey Twins,1,Crime TV Shows,2018,7.9,92,53,2018,Cancelled
Quantico,3,Crime TV Shows,2018,6.6,60305,43,2015,Renewed
Age of Rebellion,1,Crime TV Shows,2018,8.6,49,83,2018,Cancelled
Sisters,1,International TV Shows,2018,7.5,1729,36,2017,Cancelled
Cathedral of the Sea,1,International TV Shows,2017,7.4,4292,57,2018,Cancelled
Inside the Criminal Mind,1,Crime TV Shows,2018,5.4,986,48,2018,Cancelled
The Comedy Lineup,2,Stand-Up Comedy & Talk Shows,2018,5.9,457,18,2018,Renewed
Ultimate Beastmaster,3,Reality TV,2018,7.3,2359,59,2017,Renewed
Undercover Law,1,Crime TV Shows,2017,7.2,214,57,2018,Cancelled
GHOUL,1,International TV Shows,2018,8,6,46,2018,Cancelled
Take My Brother Away,1,International TV Shows,2018,6.7,161,46,2018,Cancelled
The Innocents,1,British TV Shows,2018,6.2,5784,46,2018,Cancelled
Stay Here,1,Reality TV,2018,7.4,1095,32,2018,Cancelled
72 Dangerous Animals: Asia,1,Docuseries,2018,6.6,517,47,2018,Cancelled
Afflicted,1,Docuseries,2018,5.1,1119,42,2018,Cancelled
All About the Washingtons,1,TV Comedies,2018,4.8,708,23,2018,Cancelled
The Originals,5,TV Dramas,2018,8.3,131574,43,2013,Renewed
On Children,1,International TV Shows,2018,7.2,380,100,2018,Cancelled
Cocaine Coast,1,Crime TV Shows,2018,7.9,3696,67,2018,Cancelled
Becoming Champions,1,Docuseries,2018,6.7,389,45,2018,Cancelled
Switched,1,International TV Shows,2018,7.1,1402,39,2018,Cancelled
A Very Secret Service,2,International TV Shows,2018,7.7,3461,27,2015,Renewed
SWORDGAI The Animation,2,Anime Series,2018,5.8,907,22,2018,Renewed
El Chapo,3,Crime TV Shows,2018,7.8,17992,44,2017,Renewed
Smoking,1,Crime TV Shows,2018,7.4,456,24,2018,Cancelled
Welcome to the Family,1,International TV Shows,2018,6.6,442,48,2018,Cancelled
Amazing Interiors,1,British TV Shows,2018,6.6,797,26,2018,Cancelled
Dark Tourist,1,Docuseries,2018,7.5,7158,41,2018,Cancelled
Home: Adventures with Tip & Oh,4,Kids' TV,2018,5.9,603,21,2016,Renewed
Jimmy: The True Story of a True Idiot,1,International TV Shows,2018,6.8,77,42,2018,Cancelled
The Joel McHale Show with Joel McHale,2,Stand-Up Comedy & Talk Shows,2018,7.1,2378,29,2018,Renewed
Meteor Garden,1,International TV Shows,2018,7.9,3921,45,2018,Cancelled
Mossad 101,2,International TV Shows,2017,6.8,632,42,2015,Renewed
Baby Ballroom,2,British TV Shows,2018,7.8,198,45,2017,Renewed
Drug Lords,2,Crime TV Shows,2018,6.8,1305,45,2018,Renewed
Mr. Sunshine,1,International TV Shows,2018,8.699999999999998,6855,76,2018,Cancelled
First Team: Juventus,2,Docuseries,2018,7.3,2061,36,2018,Renewed
NCIS,15,Crime TV Shows,2017,7.8,141049,44,2003,Renewed
Somewhere Between,1,Crime TV Shows,2017,6.2,5746,42,2017,Cancelled
Kiss Me First,1,British TV Shows,2018,6.2,3874,47,2018,Cancelled
Borges,1,International TV Shows,2018,6.2,168,24,2018,Cancelled
Life Sentence,1,TV Dramas,2018,6.4,3855,42,2018,Cancelled
The Staircase,1,Crime TV Shows,2018,7.8,21531,49,2004,Cancelled
The Night Shift,4,TV Dramas,2017,7.5,12069,42,2014,Renewed
Dinosaur King,2,Anime Series,2008,5.6,720,21,2007,Renewed
November 13: Attack on Paris,1,Crime TV Shows,2018,8.3,3105,54,2018,Cancelled
Unbreakable Kimmy Schmidt,4,TV Comedies,2019,7.6,70242,30,2015,Renewed
Arrested Development,5,TV Comedies,2019,8.699999999999998,297552,28,2003,Renewed
The Break with Michelle Wolf,1,Stand-Up Comedy & Talk Shows,2018,5.1,1862,30,2018,Cancelled
Something in the Rain,1,International TV Shows,2018,8.199999999999998,5654,70,2018,Cancelled
Mob Psycho 100,1,International TV Shows,2018,5.2,509,24,2018,Cancelled
Inspector Gadget,4,Crime TV Shows,2017,4.5,614,21,2015,Renewed
Bill Nye Saves the World,3,Stand-Up Comedy & Talk Shows,2018,3.5,7233,30,2017,Renewed
Evil Genius,1,Crime TV Shows,2018,7.5,27516,48,2018,Cancelled
The Who Was? Show,1,Kids' TV,2018,6.8,604,25,2018,Cancelled
A Little Help with Carol Burnett,1,Stand-Up Comedy & Talk Shows,2018,6.3,233,34,2018,Cancelled
Kong: King of the Apes,2,Kids' TV,2018,5.9,325,21,2016,Renewed
Simon,1,Kids' TV,2016,7,127,5,2016,Cancelled
Black Crows,1,International TV Shows,2017,5.4,295,39,2017,Cancelled
Bobby Kennedy for President,1,Docuseries,2018,8.1,1759,61,2018,Cancelled
The Honeymoon Stand Up Special,1,Stand-Up Comedy & Talk Shows,2018,6.8,515,31,2018,Cancelled
The Magic School Bus Rides Again,2,Kids' TV,2018,6.2,812,25,2017,Renewed
AMO,1,International TV Shows,2017,6.6,410,24,2018,Cancelled
Wakfu,3,Kids' TV,2017,8.1,1469,22,2008,Renewed
Fallet,1,Crime TV Shows,2017,6.8,1873,28,2017,Cancelled
Rapture,1,Docuseries,2018,5.4,11,60,2018,Cancelled
Trailer Park Boys,12,Classic & Cult TV,2018,8.6,41791,25,2001,Renewed
Trump: An American Dream,1,Docuseries,2018,7.2,4003,55,2017,Cancelled
James Acaster: Repertoire,1,British TV Shows,2018,8.4,3545,52,2018,Cancelled
Requiem,1,British TV Shows,2018,6.4,6421,58,2018,Cancelled
The Standups,2,Stand-Up Comedy & Talk Shows,2018,6.6,1225,30,2017,Renewed
Edha,1,International TV Shows,2018,4.9,632,40,2018,Cancelled
Wild Wild Country,1,Crime TV Shows,2018,8.1,29298,67,2018,Cancelled
Tabula Rasa,1,International TV Shows,2017,8,10161,52,2017,Cancelled
Children of the Whales,1,Anime Series,2017,7.1,1524,24,2017,Cancelled
Collateral,1,British TV Shows,2018,6.7,17304,57,2018,Cancelled
Bad Guys: Vile City,1,Crime TV Shows,2018,6,29,64,2017,Cancelled
Borderliner,1,Crime TV Shows,2017,6.8,3999,49,2017,Cancelled
Flint Town,1,Docuseries,2018,7.9,3633,45,2018,Cancelled
Best Lover,1,International TV Shows,2016,6.8,74,45,2016,Cancelled
Marseille,2,International TV Shows,2018,6.9,5083,46,2016,Renewed
Seven Seconds,1,Crime TV Shows,2018,7.7,15323,62,2018,Cancelled
Hitler's Circle of Evil,1,British TV Shows,2017,8,4241,52,2018,Cancelled
Dragons: Race to the Edge,6,Kids' TV,2018,8.199999999999998,6161,22,2015,Renewed
Everything Sucks!,1,TV Comedies,2018,7.5,18023,24,2018,Cancelled
Coach Snoop,1,Docuseries,2018,6.8,583,29,2016,Cancelled
The Adventures of Puss in Boots,6,Kids' TV,2018,6.6,1696,23,2015,Renewed
Prison Playbook,1,International TV Shows,2017,8.5,3060,91,2017,Cancelled
Disjointed,2,TV Comedies,2018,6.8,9980,27,2017,Renewed
Devilman Crybaby,1,Anime Series,2018,7.6,18575,25,2018,Cancelled
Lovesick,3,British TV Shows,2018,8.1,19259,24,2014,Renewed
Part-Time Idol,1,International TV Shows,2017,6.7,108,40,2017,Cancelled
Myths & Monsters,1,British TV Shows,2017,7.8,811,43,2017,Cancelled
72 Dangerous Animals: Latin America,1,Docuseries,2017,6.5,559,43,2017,Cancelled
The Indian Detective,1,Crime TV Shows,2017,6.6,3078,43,2017,Cancelled
"Hello, My Twenties!",2,International TV Shows,2017,8.3,2127,63,2016,Renewed
Wormwood,1,Crime TV Shows,2017,7,4181,43,2017,Cancelled
All Hail King Julien,5,Kids' TV,2017,7,2008,23,2014,Renewed
Kantaro: The Sweet Tooth Salaryman,1,International TV Shows,2017,7.6,791,30,2017,Cancelled
Oggy and the Cockroaches,1,Kids' TV,2017,7.4,4185,9,1999,Cancelled
The Many Faces of Ito,1,International TV Shows,2017,6.7,244,30,2017,Cancelled
Argon,1,International TV Shows,2017,7.3,261,63,2017,Cancelled
Godless,1,TV Dramas,2017,7.6,27,65,2017,Cancelled
Longmire,6,Crime TV Shows,2017,8.3,34362,53,2012,Renewed
Luna Petunia,3,Kids' TV,2017,6.2,58,24,2016,Renewed
Shot in the Dark,1,Reality TV,2017,8,1770,35,2017,Cancelled
The Irregular at Magic High School,1,Anime Series,2014,7.1,3273,24,2014,Cancelled
The Method,1,Crime TV Shows,2015,7.4,2784,51,2015,Cancelled
Blazing Transfer Students,1,International TV Shows,2017,7,116,26,2017,Cancelled
Lady Dynamite,2,TV Comedies,2017,7.3,3655,30,2016,Renewed
Fate/Apocrypha,2,Anime Series,2017,6.6,2259,24,2017,Renewed
Alias Grace,1,Crime TV Shows,2017,7.7,31577,44,2017,Cancelled
Beyond Stranger Things,1,Stand-Up Comedy & Talk Shows,2017,7.4,1883,21,2017,Cancelled
Haters Back Off,2,TV Comedies,2017,6.1,7183,30,2016,Renewed
ID-0,1,Anime Series,2017,6.2,320,24,2017,Cancelled
Kibaoh Klashers,2,Kids' TV,2017,6.3,17,24,2017,Renewed
What She Put on the Table,1,International TV Shows,2017,7.3,30,85,2017,Cancelled
The Royal House of Windsor,1,British TV Shows,2017,7.3,1541,49,2017,Cancelled
Paul Hollywood's Big Continental Road Trip,1,British TV Shows,2017,7.4,206,58,2017,Cancelled
Real Rob,2,TV Comedies,2017,6.4,2801,31,2015,Renewed
Terrace House: Aloha State,4,International TV Shows,2017,7.5,979,36,2016,Renewed
Dark Matter,3,TV Sci-Fi & Fantasy,2017,7.5,41867,43,2015,Renewed
VeggieTales in the City,2,Kids' TV,2017,5.7,110,23,2017,Renewed
Offspring,7,TV Comedies,2017,8.3,4764,44,2010,Renewed
Apaches,1,Crime TV Shows,2016,7,293,67,2018,Cancelled
Fire Chasers,1,Docuseries,2017,6.6,368,58,2017,Cancelled
No Tomorrow,1,Romantic TV Shows,2016,7.3,5101,47,2016,Cancelled
Reign,4,TV Dramas,2017,7.5,47751,42,2013,Renewed
Frequency,1,Crime TV Shows,2016,7.5,13625,18,2016,Cancelled
The Vampire Diaries,8,TV Dramas,2016,7.7,310776,42,2009,Renewed
A House of Blocks,1,International TV Shows,2017,2.3,137,84,2017,Cancelled
Gurren Lagann,1,Anime Series,2007,8.3,17024,24,2007,Cancelled
High Risk,1,Docuseries,1988,3.8,6,50,1988,Cancelled
LEGO Elves: Secrets of Elvendale,1,Kids' TV,2017,6.9,163,24,2017,Cancelled
Narcos,3,Crime TV Shows,2017,8.8,404486,52,2015,Renewed
Dinotrux,5,Kids' TV,2017,6.8,458,23,2015,Renewed
20 Minutes,1,Crime TV Shows,2013,7.3,1681,45,2013,Cancelled
Million Yen Women,1,Crime TV Shows,2017,7.6,1794,30,2017,Cancelled
Wet Hot American Summer: Ten Years Later,1,TV Comedies,2017,6.9,8502,27,2017,Cancelled
Fartsa,1,Crime TV Shows,2015,6.7,195,60,2015,Cancelled
Life Plan A and B,1,International TV Shows,2016,7.8,106,80,2017,Cancelled
Love Storm,1,International TV Shows,2016,5.5,325,87,2016,Cancelled
Surviving Escobar - Alias JJ,1,Crime TV Shows,2017,7.7,985,42,2017,Cancelled
The IT Crowd,5,British TV Shows,2013,8.5,147409,25,2006,Renewed
Daughters of Destiny,1,Docuseries,2017,8.6,900,0,2017,Cancelled
Dawn of the Croods,4,Kids' TV,2017,5.8,712,23,2015,Renewed
Degrassi: Next Class,4,International TV Shows,2017,6.8,3205,24,2016,Renewed
Diamond Lover,1,International TV Shows,2015,6.4,138,45,2015,Cancelled
The Legend of Bruce Lee,1,International TV Shows,2008,7,1422,45,2008,Cancelled
Against the Tide,1,Crime TV Shows,2014,7.6,11,44,2014,Cancelled
Breakout,1,International TV Shows,2010,6.7,7,44,2010,Cancelled
Intersection,3,International TV Shows,2016,6.7,1152,97,2016,Renewed
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,1,British TV Shows,2015,4.2,9,30,2017,Cancelled
Mystic Whispers,1,International TV Shows,2014,6.9,17,26,2014,Cancelled
The Oath,1,International TV Shows,2011,7.9,9,44,2011,Cancelled
The Truth Seekers,1,Crime TV Shows,2016,7.1,16,44,2016,Cancelled
The Ultimatum,1,International TV Shows,2009,5.4,6,44,2009,Cancelled
Unriddle,2,Crime TV Shows,2012,8,25,44,2010,Renewed
Yours Fatefully,1,International TV Shows,2012,6.8,14,44,2012,Cancelled
Criminal Minds,12,Crime TV Shows,2017,8.1,189191,44,2005,Renewed
Gypsy,1,TV Dramas,2017,6.8,16133,59,2017,Cancelled
Young & Hungry,5,TV Comedies,2017,7.3,15627,21,2014,Renewed
Pac-Man and the Ghostly Adventures,2,Kids' TV,2014,4.8,635,22,2013,Renewed
Aquarius,2,Crime TV Shows,2016,7.1,12112,43,2015,Renewed
World of Winx,2,Kids' TV,2017,6.6,715,23,2016,Renewed
My Little Baby,1,Crime TV Shows,2016,6.9,103,37,2016,Cancelled
Singles Villa,1,International TV Shows,2015,7.7,28,45,2015,Cancelled
Under the Black Moonlight,1,International TV Shows,2016,5,56,10,2016,Cancelled
My Only Love Song,1,International TV Shows,2017,7,647,36,2017,Cancelled
Crashing,1,British TV Shows,2016,7.7,18546,30,2016,Cancelled
Flaked,2,TV Comedies,2017,7.2,11264,32,2016,Renewed
Mind Game,1,Crime TV Shows,2015,7.5,12,44,2015,Cancelled
The Dream Job,1,International TV Shows,2016,6.1,14,44,2016,Cancelled
Bloodline,3,TV Dramas,2017,7.9,50028,57,2015,Renewed
Highland: Thailand's Marijuana Awakening,1,Docuseries,2017,6.2,24,20,2017,Cancelled
The Keepers,1,Crime TV Shows,2017,7.6,14,56,2017,Cancelled
All Hail King Julien: Exiled,1,Kids' TV,2017,7.5,559,23,2017,Cancelled
Kazoops!,3,Kids' TV,2017,7.5,122,11,2016,Renewed
Girlboss,1,TV Comedies,2017,7,17525,27,2017,Cancelled
Hot Girls Wanted: Turned On,1,Docuseries,2017,6.6,2168,47,2017,Cancelled
The Miracle,1,International TV Shows,2016,6.3,210,18,2016,Cancelled
The Get Down,2,TV Dramas,2017,8.199999999999998,22304,62,2016,Renewed
Five Came Back,1,Docuseries,2017,8.3,4600,65,2017,Cancelled
Bottersnikes & Gumbles,2,British TV Shows,2017,5.1,47,13,2016,Renewed
Dave Chappelle,1,Stand-Up Comedy & Talk Shows,2017,8.699999999999998,2753,60,2017,Cancelled
One-Punch Man,1,Anime Series,2015,8.699999999999998,148386,24,2015,Cancelled
Julie's Greenroom,1,Kids' TV,2017,8.199999999999998,328,26,2017,Cancelled
Outback Truckers,3,Reality TV,2015,7.4,264,44,2012,Renewed
Samurai Gourmet,1,International TV Shows,2017,8.1,2053,22,2017,Cancelled
Cheer Squad,1,Reality TV,2016,7.2,166,42,2016,Cancelled
Buddy Thunderstruck,1,Kids' TV,2017,7.8,489,22,2017,Cancelled
One More Time,1,International TV Shows,2016,6.9,564,31,2016,Cancelled
Legend Quest,1,Kids' TV,2017,7.3,446,26,2017,Cancelled
The Sound of Your Heart,1,International TV Shows,2016,8.199999999999998,1075,24,2016,Cancelled
Spark,1,International TV Shows,2016,7,57,13,2016,Cancelled
White Nights,1,International TV Shows,2016,6.9,287,62,2016,Cancelled
Cyborg 009: Call of Justice,1,Anime Series,2017,5.7,217,24,2017,Cancelled
Star Trek: Deep Space Nine,7,TV Action & Adventure,1999,8.1,61145,47,1993,Renewed
My Runway,1,International TV Shows,2016,6.3,261,25,2016,Cancelled
Chasing Cameron,1,Reality TV,2016,3.8,501,28,2016,Cancelled
Sense8,2,Crime TV Shows,2018,8.199999999999998,151518,62,2015,Renewed
Crazyhead,1,British TV Shows,2016,7.2,4985,43,2016,Cancelled
InuYasha,2,Anime Series,2001,7.9,15823,25,2000,Renewed
Merlin,5,British TV Shows,2012,7.9,80138,44,2008,Renewed
Tokyo Trial,1,International TV Shows,2017,7.4,1544,49,2016,Cancelled
Captive,1,Crime TV Shows,2016,6.8,724,63,2016,Cancelled
White Rabbit Project,1,Docuseries,2016,6.9,1665,48,2016,Cancelled
Miss in Kiss,1,International TV Shows,2016,7.7,98,36,2016,Cancelled
The Cuba Libre Story,1,Docuseries,2015,7.6,1583,45,2015,Cancelled
Back to 1989,1,International TV Shows,2016,8,106,44,2016,Cancelled
Gilmore Girls: A Year in the Life,1,TV Comedies,2016,7.6,36359,92,2016,Cancelled
Paranoid,1,British TV Shows,2016,6.7,8343,44,2016,Cancelled
Einsatzgruppen: The Nazi Death Squads,1,Docuseries,2009,7.6,603,44,2009,Cancelled
Case,1,Crime TV Shows,2015,7,2688,46,2015,Cancelled
Danger Mouse,2,British TV Shows,2016,7.4,3514,15,1981,Renewed
Danger Mouse,2,British TV Shows,2016,7.2,579,12,2015,Renewed
Inborn Pair,1,International TV Shows,2011,7.1,108,43,2011,Cancelled
Trailer Park Boys: Out of the Park: Europe,1,International TV Shows,2016,7,2285,30,2016,Cancelled
DEATH NOTE,1,Anime Series,2006,9,302147,24,2006,Cancelled
Spotless,1,Crime TV Shows,2015,7.7,3635,58,2015,Cancelled
Vampire Knight,2,Anime Series,2008,7.3,5172,25,2008,Renewed
StoryBots Super Songs,1,Kids' TV,2016,8.8,167,21,2016,Cancelled
Masha's Spooky Stories,1,Kids' TV,2012,6.1,65,5,2014,Cancelled
Old Money,1,International TV Shows,2015,7.3,493,47,2015,Cancelled
VeggieTales in the House,4,Kids' TV,2016,4.3,300,18,2014,Renewed
Chef's Table: France,1,Docuseries,2016,8.199999999999998,1723,60,2016,Cancelled
Kulipari: An Army of Frogs,1,Kids' TV,2016,6.9,254,24,2016,Cancelled
Conspiracy,1,British TV Shows,2015,6.2,367,43,2015,Cancelled
Dead Set,1,British TV Shows,2008,7.6,19684,141,2008,Cancelled
The Fierce Wife,1,International TV Shows,2010,6.8,90,59,2010,Cancelled
Behind Enemy Lines,1,British TV Shows,2001,7.2,42,49,2001,Cancelled
Cocaine,1,British TV Shows,2005,7.1,60,44,2005,Cancelled
Edge of the Universe,1,British TV Shows,2008,7.2,206,49,2002,Cancelled
Popples,3,Kids' TV,2016,6,57,25,2015,Renewed
Kuromukuro,2,Anime Series,2016,7.2,1265,24,2016,Renewed
Marco Polo,2,TV Action & Adventure,2016,8,71229,55,2014,Renewed
Hibana: Spark,1,International TV Shows,2016,7.9,798,53,2016,Cancelled
72 Cutest Animals,1,Docuseries,2016,5.7,433,27,2016,Cancelled
72 Dangerous Places to Live,1,Docuseries,2016,6.2,344,49,2016,Cancelled
Justin Time,2,Kids' TV,2012,6,16,15,2011,Renewed
Terrace House: Boys & Girls in the City,2,International TV Shows,2016,8.1,1624,29,2015,Renewed
Netflix Presents: The Characters,1,TV Comedies,2016,5.3,835,31,2016,Cancelled
Cooked,1,Docuseries,2016,7.6,43,53,2016,Cancelled
Turbo FAST,3,Kids' TV,2016,6.5,593,19,2013,Renewed
Chelsea Does,1,Docuseries,2016,7.3,2471,60,2016,Cancelled
Sammy & Co,1,Kids' TV,2014,5.6,30,14,2014,Cancelled
Atelier,1,International TV Shows,2015,6.3,7,69,2015,Cancelled
Hemlock Grove,3,TV Horror,2015,7,39590,49,2013,Renewed
Oscar's Oasis,1,Kids' TV,2011,7.4,572,9,2010,Cancelled
Lilyhammer,3,Crime TV Shows,2014,7.9,29196,45,2012,Renewed
Goosebumps,5,Kids' TV,1998,7.6,13361,22,1995,Renewed
The Borgias,3,TV Dramas,2013,7.9,50556,51,2011,Renewed
The 4400,4,TV Dramas,2007,7.3,44971,44,2004,Renewed
Breaking Bad,5,Crime TV Shows,2013,9.5,1727694,48,2008,Renewed
Bitter Daisies,1,Crime TV Shows,2018,7.2,3274,71,2018,Cancelled
Married at First Sight,1,Reality TV,2019,6.1,1975,64,2014,Cancelled
Mystery Science Theater 3000,1,TV Comedies,1999,8.199999999999998,3605,86,2017,Cancelled
Rebelde,1,International TV Shows,2004,6.2,2122,39,2022,Cancelled
Servant of the People,1,International TV Shows,2015,7.3,2706,29,2015,Cancelled
